period,industry,category,variable,measure,value_pct,unit,publication_flag,publisher,source_table,source_file,source_url,denominator_note
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,22.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,32.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,44.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,3.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,28.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Administrative and Support Services,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,23.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,34.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,9.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,32.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Health Care and Social Assistance,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,20.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,23.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,12.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,38.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Arts and Recreation Services,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,20.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,38.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,7.9,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,26.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,24.4,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,structured_einvoice_pct,eInvoices in a standard structure suitable for automatic processing,11.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_4,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,any_einvoice_pct,Any electronic invoice issued,59.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_4,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,structured_einvoice_pct,eInvoices in a standard structure suitable for automatic processing,6.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_4,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,any_einvoice_pct,Any electronic invoice issued,72.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_4,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
